N,P,K,temperature,humidity,ph,rainfall,label
22,24,4,17.836376,90.031316,7.04388,97.294924,orange
25,16,9,19.238324,94.295161,6.890502,120.058958,orange
23,16,15,24.880098,91.181697,6.682318,101.771518,orange
17,14,12,23.734588,89.272472,6.994883,110.433796,orange
22,15,4,19.905122,93.707425,7.015628,113.648984,orange
27,10,12,21.238855,91.168852,7.184576,115.083723,orange
16,10,8,22.441655,93.306839,7.20895,118.787208,orange
28,9,12,20.107745,93.871132,7.025758,116.646811,orange
22,20,8,18.491712,92.548927,7.328473,116.39914,orange
18,10,10,22.181579,96.791815,6.887523,105.673986,orange
16,24,8,23.645217,88.550515,6.566793,114.353948,orange
19,13,10,23.683715,90.3641,7.143116,99.9556,orange
12,23,8,24.250475,91.4881,7.037914,124.497102,orange
18,15,9,19.392885,96.522347,7.149079,100.779481,orange
19,10,6,22.615804,95.596005,6.620665,109.228481,orange
16,21,11,21.963097,94.577382,7.537239,101.449006,orange
23,22,11,22.325559,90.411752,7.213151,106.15867,orange
19,12,5,22.076437,90.644971,6.913601,112.107427,orange
17,15,13,21.179104,90.34288,6.719364,107.769935,orange
19,12,9,16.464419,90.433146,7.323146,121.15397,orange
21,16,10,24.823658,94.985409,6.669469,113.815208,orange
20,16,12,23.15998,91.512466,7.678409,108.296722,orange
17,15,11,19.53142,91.777004,6.816039,110.931345,orange
21,9,13,23.446263,93.548774,7.516152,121.757604,orange
20,14,9,21.60539,88.672944,6.944658,119.270967,orange
15,19,13,21.662055,92.105292,7.474224,102.889833,orange
19,15,10,20.963171,89.806257,6.779539,106.554786,orange
22,15,12,23.573861,91.41117,7.005651,115.798319,orange
22,12,11,20.900353,90.827159,7.241425,114.826933,orange
19,14,14,20.306331,90.724039,7.198623,103.596948,orange
23,22,12,24.76349,92.451164,7.330229,117.993013,orange
16,11,9,22.142237,92.442427,6.853758,104.873007,orange
16,19,8,22.205027,91.560359,7.025443,122.430614,orange
19,16,10,23.884928,92.741369,7.374517,116.235593,orange
26,17,8,21.164827,90.262771,6.788423,102.944604,orange
21,13,7,21.563694,93.363172,7.171762,107.767386,orange
19,15,4,23.111431,91.587602,6.934252,107.628315,orange
26,16,5,19.417245,91.032673,7.061762,113.279014,orange
19,14,16,22.942198,90.410482,7.025365,110.368185,orange
29,17,8,20.988577,91.517205,6.763515,102.836089,orange
18,18,16,24.210945,95.741279,6.921792,100.845927,orange
16,25,11,23.593327,91.873372,7.04348,116.392187,orange
19,17,10,23.329097,89.711193,6.969183,114.289895,orange
19,8,5,19.286083,93.837638,7.471821,112.8443,orange
17,21,10,22.293209,91.056143,7.302987,114.165855,orange
30,15,16,20.145467,92.567518,7.086994,107.048647,orange
21,24,15,22.426272,90.788679,6.771056,113.471939,orange
22,22,11,17.869441,94.561547,6.752793,132.308045,orange
18,14,7,19.418335,90.81848,7.592143,121.396537,orange
18,19,7,24.878067,94.795716,6.697034,109.692732,orange
24,14,7,23.238106,89.901479,7.034158,107.813026,orange
13,16,14,21.792368,91.414187,7.108285,89.116485,orange
15,19,15,20.682513,94.799992,6.906603,120.549553,orange
19,20,11,20.331492,92.336348,6.699339,118.292843,orange
25,20,9,22.900312,96.542932,6.764531,107.649376,orange
19,16,15,21.812735,91.461719,6.836048,100.546339,orange
22,26,7,25.593294,92.514086,6.787152,102.75786,orange
20,15,10,22.130473,95.810299,7.398316,115.555183,orange
25,10,11,22.617441,88.972154,6.997262,111.285274,orange
14,10,7,19.722993,88.7245,6.84286,117.532736,orange
23,22,8,21.778602,90.408984,7.032087,112.691545,orange
19,16,8,22.853983,93.626745,7.200387,119.734071,orange
24,17,14,21.754429,88.780298,6.896614,114.956601,orange
17,14,16,21.528743,93.194098,7.270594,118.630363,orange
20,14,10,23.153819,93.053413,6.618656,95.282533,orange
20,13,9,25.529647,96.02878,7.351391,102.125235,orange
16,18,8,22.789939,94.09097,6.997314,109.085187,orange
15,16,10,24.788373,92.7281,6.985596,120.63655,orange
18,18,8,23.743205,94.718266,6.792096,127.044238,orange
21,17,10,24.668707,93.077808,6.631645,110.686114,orange
17,14,11,21.28056,91.07986,6.499998,107.107359,orange
19,10,9,22.086145,89.710788,6.771167,96.360252,orange
12,10,9,22.094453,90.861269,7.176302,118.90851,orange
19,28,9,23.592554,91.919852,6.711616,107.598475,orange
73,45,48,31.975469,89.149779,6.040858,156.103689,papaya
43,46,55,35.70159,89.242805,6.697783,155.477419,papaya
66,62,51,34.599362,94.661868,6.85127,150.236642,papaya
55,57,51,35.449073,90.034628,6.677234,126.040775,papaya
41,57,49,33.316241,91.000876,6.911074,129.640477,papaya
51,48,58,33.125918,96.209265,6.618927,144.661691,papaya
55,54,46,35.371429,90.531489,6.491815,142.65765,papaya
47,62,48,35.409385,92.684799,6.537133,138.019202,papaya
56,59,44,36.631441,94.127623,6.639949,162.053232,papaya
56,66,54,33.897095,94.03144,6.953054,144.058602,papaya
54,67,47,33.286171,89.336847,6.553978,148.424127,papaya
49,57,48,28.580293,90.573295,6.613309,152.878939,papaya
40,44,47,30.277479,92.604728,6.871065,143.549584,papaya
48,53,50,32.711497,95.858035,6.640361,168.910622,papaya
50,58,44,31.297882,90.476979,7.035013,133.596277,papaya
34,53,39,35.128261,91.012774,6.424148,136.939284,papaya
50,51,52,30.879958,92.839149,6.359091,133.571743,papaya
48,60,39,32.497391,93.239316,6.791389,158.626583,papaya
39,78,54,32.575947,93.360508,6.821287,151.020859,papaya
46,55,58,35.909486,90.307288,6.440512,137.558481,papaya
47,59,49,32.283523,90.935904,7.103079,134.361236,papaya
64,49,56,34.404824,92.431002,7.277481,156.848905,papaya
51,69,50,33.891412,94.524623,6.511644,146.616877,papaya
57,66,58,35.306577,91.523032,7.14619,157.10418,papaya
48,65,48,35.20043,91.955396,5.98536,142.398506,papaya
34,70,38,33.43312,89.948143,7.022834,148.115353,papaya
54,56,50,30.107411,95.726454,6.442671,146.002277,papaya
44,57,59,33.036518,92.308526,6.992822,136.758887,papaya
46,73,53,33.460089,94.15551,6.411617,141.558558,papaya
41,64,47,34.072018,92.059794,6.679454,131.156967,papaya
50,41,52,32.02489,92.170534,6.456965,147.941068,papaya
58,63,55,35.781802,88.999382,6.635836,150.612487,papaya
56,54,50,33.527239,87.698476,7.248977,152.901612,papaya
62,66,63,31.659005,94.50381,6.667619,149.665449,papaya
63,62,47,32.583544,92.156116,7.33309,141.717899,papaya
33,45,55,37.357085,92.412856,6.584256,158.519706,papaya
39,61,54,34.828756,89.501892,7.147529,151.923085,papaya
35,61,47,35.596913,90.193872,6.212292,156.885463,papaya
54,62,48,31.416826,94.124604,6.614047,157.512867,papaya
43,64,55,32.122341,95.480288,6.539167,141.744003,papaya
45,71,51,32.137155,90.757452,7.161312,146.878795,papaya
47,62,52,33.868787,93.342967,6.755575,150.745652,papaya
52,59,42,33.151996,92.38005,6.073575,131.508582,papaya
37,68,53,32.521011,91.758942,6.306961,131.730268,papaya
39,77,51,32.771861,95.703918,6.396201,130.006884,papaya
49,66,50,31.91193,91.093597,6.980215,141.918999,papaya
59,61,52,33.140321,94.481425,6.941502,139.666829,papaya
49,62,48,35.726431,92.762847,6.60988,128.643294,papaya
43,61,47,30.473721,91.966221,6.535447,144.493582,papaya
32,59,49,34.192959,94.744034,6.914916,142.043811,papaya
57,76,48,36.260185,92.580269,6.361143,154.822402,papaya
43,53,61,33.133626,91.807145,6.837301,163.129791,papaya
40,68,55,32.442248,94.758884,6.811755,147.564503,papaya
35,58,45,35.348463,94.498525,6.617623,136.033695,papaya
37,47,60,31.531556,94.403927,6.819303,149.467244,papaya
41,57,48,33.454617,84.224391,6.730628,143.093029,papaya
47,55,50,31.420312,92.880353,6.849226,140.598747,papaya
39,64,54,29.759798,92.424234,6.299769,134.383989,papaya
50,60,40,33.196031,91.930273,6.884351,138.3578,papaya
47,51,49,30.97321,93.219559,7.00798,141.22209,papaya
67,71,47,33.476659,92.521114,6.796285,151.040964,papaya
35,68,51,35.730059,93.355615,6.880365,148.110256,papaya
50,72,52,37.208511,91.464076,6.667024,161.255761,papaya
50,61,50,33.687059,94.996361,6.9674,149.743381,papaya
41,59,49,35.538432,93.557888,6.719574,147.242949,papaya
50,65,55,34.297925,93.085053,6.355618,139.937696,papaya
55,54,52,32.733773,92.98741,6.946065,132.62537,papaya
50,60,50,29.650447,94.314563,6.209756,137.301066,papaya
60,58,51,36.752985,94.043376,6.784834,136.001613,papaya
32,47,59,31.401796,91.774456,6.584733,117.390932,papaya
42,60,51,36.265542,93.980621,6.565562,132.913682,papaya
61,55,47,34.573615,92.348104,6.751597,159.022098,papaya
56,57,40,31.547974,95.833854,6.487214,146.686002,papaya
53,62,43,34.123997,94.195456,6.853662,139.234761,papaya
59,69,48,37.765822,90.748781,6.717039,146.984798,papaya
34,52,49,36.571305,96.661421,6.514812,123.465955,papaya
55,56,47,32.474574,87.79592,7.101454,145.820977,papaya
58,53,52,32.076038,93.274709,6.761435,155.774923,papaya
44,52,47,33.700416,90.607505,6.88924,141.788841,papaya
70,54,45,33.168973,95.764361,7.124977,125.280105,papaya
51,57,53,35.899475,92.505612,7.120054,138.860595,papaya
31,64,57,34.979178,90.412409,6.873936,155.79262,papaya
52,62,44,30.115517,91.467011,6.609203,145.586297,papaya
43,51,51,34.417351,90.572137,6.271089,128.816899,papaya
58,69,40,33.141818,91.388446,6.762007,166.676292,papaya
53,67,43,33.574216,91.342705,7.028375,130.461915,papaya
44,52,47,33.997886,90.497688,6.806294,140.570754,papaya
61,69,56,35.897458,92.540128,5.666625,132.62614,papaya
57,62,46,35.455586,92.782448,6.961019,132.63998,papaya
42,58,46,32.000515,90.007387,6.97945,138.478489,papaya
48,62,50,33.382776,88.683462,6.609633,149.361502,papaya
53,59,50,32.602957,92.621913,6.996509,155.905314,papaya
46,63,46,30.136308,93.063841,6.88839,139.138318,papaya
46,60,60,33.281259,93.460434,6.494348,132.898564,papaya
49,56,49,37.189509,93.102349,7.08139,147.786393,papaya
40,43,51,30.075913,95.145434,6.319757,148.079636,papaya
31,63,48,33.451876,93.994136,6.682827,145.403763,papaya
51,56,52,33.387724,97.359656,6.652899,145.757398,papaya
33,65,56,34.075471,98.201294,6.452369,141.874336,papaya
41,63,58,31.57455,88.483795,6.791138,143.981509,papaya
21,12,26,25.655051,97.20207,5.438309,178.857272,coconut
26,18,27,29.90955,94.910266,5.268206,188.991023,coconut
31,13,29,28.188419,93.179575,6.03396,194.32953,coconut
23,17,26,24.310834,95.588155,5.081053,178.089647,coconut
22,12,23,24.341606,94.733518,5.409226,190.418248,coconut
23,9,33,25.523964,94.774764,6.397485,169.062949,coconut
19,22,32,29.359778,95.712984,6.132105,182.683076,coconut
25,18,23,28.336383,96.036556,5.706815,194.033111,coconut
24,15,29,29.435568,95.053253,5.909153,183.981492,coconut
20,14,29,27.015314,94.90898,5.678765,171.059845,coconut
26,22,31,26.685766,98.095312,5.869001,174.814364,coconut
22,18,25,25.128736,96.800831,5.519094,194.234841,coconut
18,21,23,27.524526,96.250319,5.60988,162.622331,coconut
23,14,33,26.705748,95.196809,5.594661,164.835273,coconut
23,16,22,26.647992,93.491385,5.53707,188.023831,coconut
26,18,29,29.427076,96.69108,6.421955,172.412846,coconut
25,14,28,26.810482,95.216441,6.285059,157.204127,coconut
22,16,29,28.996472,94.134246,5.433818,199.26228,coconut
20,14,31,24.617888,94.635289,5.302803,162.505996,coconut
22,18,38,31.032168,93.550726,5.821362,176.00855,coconut
23,11,22,26.440094,96.585994,6.977644,169.70719,coconut
24,18,34,28.060776,96.024556,5.386147,174.534748,coconut
23,17,17,28.299409,95.272449,5.819388,165.730708,coconut
22,15,37,26.253965,94.935822,5.94436,189.714189,coconut
26,18,20,28.228545,93.978997,5.845679,180.662353,coconut
19,15,42,28.306505,91.804891,5.670895,193.754804,coconut
32,13,28,25.930283,92.88061,6.47754,169.862477,coconut
25,18,36,25.94805,93.886032,6.127229,210.995327,coconut
17,18,35,27.06796,93.66055,6.322903,150.430268,coconut
23,14,28,26.826759,95.434041,6.19469,155.222976,coconut
25,14,28,29.089695,96.217241,6.346974,205.296273,coconut
21,15,26,28.054002,94.807341,6.692203,186.110625,coconut
16,14,34,26.894365,97.113375,6.565522,184.120791,coconut
18,22,28,27.909117,93.825653,7.062402,185.46913,coconut
24,17,26,23.93002,94.796694,6.508671,187.568109,coconut
15,16,33,26.077034,94.923519,5.565277,183.496516,coconut
16,12,26,27.431732,96.638279,6.323656,164.511433,coconut
24,19,28,28.673048,95.158831,6.255218,191.272864,coconut
21,14,31,27.299654,95.200353,6.860147,188.910173,coconut
19,13,27,29.187358,92.517735,5.416421,200.426467,coconut
20,19,28,28.30191,93.65014,6.178976,205.463616,coconut
16,18,38,26.267506,96.643928,5.559465,183.957141,coconut
24,6,29,26.789954,91.886987,6.156273,160.586765,coconut
19,15,28,27.612633,97.014489,5.792627,205.587844,coconut
20,17,29,26.327047,95.749497,6.139734,163.727751,coconut
23,15,32,29.296935,93.878718,5.194831,184.069463,coconut
21,17,25,25.336911,93.751927,6.296613,175.148991,coconut
19,9,32,27.47416,97.843933,6.00303,172.54062,coconut
14,5,31,28.10317,97.117109,5.976096,190.464502,coconut
23,12,21,26.52983,94.820839,6.875114,182.666894,coconut
22,17,39,26.191801,95.201888,5.708758,186.698622,coconut
20,3,37,26.885878,94.030728,6.071133,166.764706,coconut
18,13,26,28.217998,95.202176,5.950135,176.388876,coconut
22,8,24,26.250228,93.989144,5.99902,167.456975,coconut
24,15,31,25.396618,94.882185,7.010902,176.013926,coconut
22,24,23,28.725877,97.715494,5.931904,177.218567,coconut
29,15,37,27.598945,94.856579,5.61636,206.664563,coconut
25,16,28,28.511786,93.427967,6.835451,175.109172,coconut
22,19,38,28.138998,92.950442,5.746156,147.116025,coconut
25,16,26,30.269834,95.190677,5.097411,199.926373,coconut
22,15,29,28.672458,93.858657,5.529578,185.738891,coconut
22,20,36,25.913881,95.369905,5.276706,177.034843,coconut
27,18,28,27.705402,92.570745,5.000017,172.441769,coconut
18,17,31,26.163767,96.035375,5.718492,164.796115,coconut
22,15,35,26.318811,93.409753,5.864892,208.070721,coconut
27,15,27,24.881249,95.069446,6.490264,179.777673,coconut
23,20,24,26.57083,94.492545,6.214701,152.933733,coconut
21,15,23,27.817551,97.577583,6.191917,183.9161,coconut
15,21,33,26.900967,95.257234,5.453395,197.092576,coconut
13,12,32,25.350947,97.918208,6.342467,181.34652,coconut
30,22,35,24.715471,95.841114,6.595616,165.476098,coconut
23,18,29,30.167769,97.138109,6.097285,164.133886,coconut
20,12,23,27.487741,94.686803,6.111259,165.240216,coconut
23,18,18,25.763896,95.518255,5.267654,201.82487,coconut
18,13,44,27.692675,96.827965,6.427218,177.925039,coconut
21,16,33,30.283779,96.35744,6.790415,153.819134,coconut
18,14,31,27.930694,95.79649,6.061476,184.762009,coconut
16,15,31,22.819398,94.508098,5.602821,181.115552,coconut
14,20,23,30.978438,94.761835,5.819003,172.266568,coconut
16,18,26,24.22613,96.706493,5.68979,163.693899,coconut
26,11,39,26.690982,97.018867,5.719775,163.041577,coconut
18,12,33,25.299894,94.110706,6.223992,195.299507,coconut
24,17,26,25.889997,93.884362,6.039732,182.712693,coconut
26,17,24,27.426615,93.643799,6.401968,186.179655,coconut
22,13,27,23.893465,96.244551,6.085451,182.671382,coconut
21,22,28,26.864632,93.605787,5.467956,183.915331,coconut
23,19,40,28.721014,96.226405,5.649654,171.97408,coconut
20,13,29,25.73514,95.818536,5.618579,175.91256,coconut
27,13,24,24.914572,94.182362,5.806765,196.473677,coconut
30,15,30,26.791042,97.345789,6.797357,200.218853,coconut
28,15,31,26.492488,92.806612,6.87745,160.66862,coconut
13,21,24,26.107158,97.489299,6.318301,175.876118,coconut
20,20,32,25.217481,95.478329,5.959382,191.58928,coconut
22,16,36,27.778777,91.8898,5.219174,207.231196,coconut
24,19,31,27.892895,97.387819,6.010004,205.729394,coconut
15,19,26,25.40153,96.458319,5.504996,167.063633,coconut
15,16,27,25.60912,94.357682,6.715261,198.125692,coconut
27,18,22,27.204738,93.552919,5.096947,179.879545,coconut
20,18,29,25.552543,92.6464,6.092242,194.66625,coconut
16,18,32,27.267993,98.623169,5.46288,190.82418,coconut
91,30,33,26.89278,60.218016,6.182714,154.830421,coffee
105,21,27,26.942037,65.861116,6.911168,170.061874,coffee
109,32,33,26.624869,61.031871,6.007688,166.578343,coffee
101,30,30,26.160166,64.374729,6.991324,167.896648,coffee
99,26,27,26.119239,54.725599,5.926796,157.86004,coffee
88,28,29,25.916341,51.596221,6.324638,164.988093,coffee
106,22,35,26.111396,57.942279,6.791556,140.696881,coffee
103,32,26,26.213044,61.432109,6.500103,136.918786,coffee
94,29,28,23.393367,60.804647,6.105057,156.180093,coffee
98,29,33,24.314629,62.845526,6.627928,145.764025,coffee
102,31,31,23.956618,47.853819,6.520101,183.658355,coffee
97,25,28,27.160718,63.011908,6.435186,164.7526,coffee
101,20,33,27.98115,59.341851,6.312823,145.103335,coffee
87,33,33,22.246428,51.823947,6.489618,153.112272,coffee
112,31,31,27.847222,60.894115,6.325424,160.394118,coffee
101,25,28,25.630082,58.67793,7.23036,156.775947,coffee
92,30,29,27.01908,59.524917,6.427995,162.891429,coffee
81,34,31,26.259701,61.996437,6.387873,159.235782,coffee
109,34,26,27.660593,59.721101,6.337509,132.968179,coffee
105,25,34,25.814614,52.1087,7.033085,119.283718,coffee
103,21,35,23.454818,57.427895,6.00828,151.275037,coffee
108,21,29,25.341488,51.529419,6.60783,168.088869,coffee
108,26,31,26.273484,60.596248,6.428213,151.477357,coffee
103,35,34,25.176058,63.591881,6.07298,180.258154,coffee
99,24,36,26.486598,53.034192,6.254277,157.156039,coffee
98,25,35,25.401454,55.314145,6.595086,182.429529,coffee
104,25,25,24.606736,54.470523,6.240682,178.734262,coffee
112,25,29,23.871032,56.184379,6.577869,176.923164,coffee
100,28,32,24.912277,59.649693,7.018746,136.336791,coffee
113,22,29,25.806857,56.227724,6.55118,158.308532,coffee
104,33,35,22.560912,60.610121,6.063946,180.009923,coffee
104,27,35,24.329885,62.261519,6.245961,162.902205,coffee
120,40,28,22.504962,62.407037,6.414378,167.978478,coffee
114,22,30,24.574388,53.527276,6.394329,133.018029,coffee
114,36,28,27.295972,63.543716,6.545604,192.538219,coffee
95,35,29,23.720825,63.864289,6.593733,143.755261,coffee
119,26,29,26.55474,64.21072,7.019158,122.100347,coffee
100,26,33,29.773238,57.368741,6.498884,151.679737,coffee
99,23,27,27.680307,54.99263,6.154342,113.945291,coffee
84,23,22,25.70027,54.063035,6.846142,138.467747,coffee
104,28,25,26.787652,53.59288,6.878907,204.053213,coffee
92,28,27,23.445476,58.046762,6.569733,151.159266,coffee
104,20,28,23.139878,61.391407,6.426082,132.299831,coffee
92,39,31,25.543047,63.226234,6.686764,158.455362,coffee
115,27,27,26.097916,56.057772,6.436676,141.839533,coffee
105,28,26,27.141606,57.845247,5.883287,173.561346,coffee
119,25,27,24.646857,57.58325,6.669042,141.988194,coffee
93,27,27,25.790093,55.458879,6.767675,162.873207,coffee
113,26,28,25.738667,60.942998,6.932326,137.352937,coffee
87,28,28,25.302909,59.451393,6.280772,204.782507,coffee
103,28,32,25.391288,58.567293,6.56785,167.065227,coffee
96,32,27,24.217943,59.433222,6.57434,155.380896,coffee
97,29,29,25.919561,60.461805,6.525615,152.726751,coffee
97,32,28,25.792575,60.421748,6.534457,148.0352,coffee
94,28,32,24.839982,54.64604,6.511141,144.303557,coffee
91,29,30,26.498661,61.585314,6.563525,143.808859,coffee
97,27,33,27.041747,59.021464,6.722204,188.209919,coffee
102,33,27,26.516064,56.261535,6.866086,148.052949,coffee
110,30,30,23.936335,58.936919,6.2731,119.67046,coffee
103,27,28,25.649469,59.37791,6.44831,137.012581,coffee
110,27,26,24.132853,62.327135,6.373218,174.699043,coffee
89,27,30,25.644832,53.815377,6.330298,153.458167,coffee
98,28,35,24.138695,63.299937,6.015191,155.586531,coffee
107,28,27,27.415745,58.092665,6.507267,179.05666,coffee
104,25,30,26.674997,55.975387,6.643796,144.011001,coffee
94,32,26,27.229484,55.852968,6.45347,169.383519,coffee
108,32,26,27.077583,53.994529,6.497313,145.978103,coffee
97,37,28,25.0941,51.03634,6.625531,168.365779,coffee
95,25,29,24.861585,60.7096,6.923336,150.959565,coffee
105,31,29,28.112586,65.923546,6.374071,153.652115,coffee
101,18,29,25.252321,51.529539,6.148516,172.762406,coffee
97,32,25,23.468129,54.198288,6.472868,171.464447,coffee
97,21,28,27.0112,61.006333,7.065068,155.022296,coffee
92,23,32,25.715664,57.817452,6.15173,149.510774,coffee
98,30,26,27.758916,61.337677,6.695041,186.784657,coffee
110,25,29,25.864455,57.593118,6.847374,168.607955,coffee
103,24,31,25.469998,55.67749,5.79034,150.959447,coffee
109,26,28,27.789181,57.096632,6.623067,146.244481,coffee
105,32,31,23.1923,48.471642,6.681023,176.448155,coffee
96,23,25,24.621957,53.426063,6.419799,160.077202,coffee
88,28,33,24.168956,61.793117,6.306068,155.056046,coffee
94,26,31,22.20738,62.767599,6.322801,160.069553,coffee
96,32,30,26.809765,63.624664,6.401429,164.080344,coffee
95,32,33,24.663872,59.763477,6.409371,156.979595,coffee
109,19,29,26.858052,48.975725,6.352767,179.666364,coffee
109,33,28,26.08363,55.459974,6.396657,180.668093,coffee
119,25,34,26.410714,63.298623,6.857238,167.573986,coffee
95,29,36,24.816901,64.492217,6.135671,182.744942,coffee
114,23,28,24.353628,63.450591,5.975282,158.152942,coffee
114,30,30,25.634641,57.05499,6.862036,170.425958,coffee
99,41,33,26.878752,52.773697,6.442395,176.080214,coffee
105,29,30,25.424427,57.837474,6.38353,176.342689,coffee
111,26,32,24.447096,58.059228,6.466635,174.487985,coffee
101,27,32,23.701473,64.262259,6.562783,169.361405,coffee
100,21,28,25.806245,58.911165,6.342785,193.228306,coffee
96,35,31,24.668899,58.066725,6.651779,148.285476,coffee
82,30,30,25.392389,58.293981,6.211321,155.206026,coffee
102,23,26,25.141832,59.599435,6.409452,154.138811,coffee
95,23,27,24.833354,60.50576,5.835591,151.374791,coffee
92,28,28,25.940705,55.10185,6.851671,122.202103,coffee
